date	julian_day	year	Diatoms	Diatoms_pennales	Diatoms_centrales	Greenalgae	Dinoflagellates	Silicoflagellates	Coccolithophorids	Flagellates	Ciliates	total_Phytoplankton_abundance	Mediopyxis_helysia	Chaetoceros_debilis	Chaetoceros_minimus	Rhizosolenia_styliformis	Thalassiosira_nordenskioeldii	Dinophyceae_round_(10_µm)	Phaeocystis_sp	Chattonella_sp
120125	25	2012	6439	2000	4439	1120	34173	20	0	1672701	220	1714673	0	80	0	0	0	23233	39828	0
120126	26	2012	2390	960	1430	0	20596	0	3529	1642357	20	1668892	80	0	0	0	0	13276	26552	0
120127	27	2012	7219	4709	2510	0	19696	20	0	1716215	40	1743190	20	0	0	0	0	13276	46466	0
120130	30	2012	19177	11398	7779	0	17116	0	420	1796460	20	1833193	0	0	0	0	0	13276	86294	0
120131	31	2012	18357	8198	10159	1260	4360	0	210	1752893	40	1777120	20	0	0	0	0	0	33190	0
120201	32	2012	25954	22714	3240	0	3690	0	0	1619713	60	1649417	0	0	0	0	0	0	59742	0
120202	33	2012	34252	31992	2260	1680	12327	0	0	2010515	0	2058774	0	0	0	0	0	9957	63061	0
120203	34	2012	8569	5079	3490	0	4779	20	3319	1645845	20	1662552	0	0	0	0	0	3319	46466	0
120206	37	2012	5540	2070	3470	0	8789	0	420	1767849	40	1782638	0	0	0	0	0	3319	36509	0
120207	38	2012	7140	2420	4720	1260	3060	0	420	1304408	100	1316388	0	0	0	0	0	0	39828	0
120208	39	2012	5470	2950	2520	0	5079	0	0	1376166	100	1386815	0	0	0	0	0	3319	46466	0
120209	40	2012	9529	5939	3590	0	13187	20	420	1399819	20	1422995	0	0	0	0	0	9957	29871	0
120210	41	2012	8299	5509	2790	0	5649	0	210	1412885	180	1427223	60	0	0	0	0	3319	26552	0
120213	44	2012	7220	2670	4550	0	7129	0	0	1476996	20	1491365	0	0	0	0	0	3319	36509	0
120214	45	2012	2880	1020	1860	420	12637	0	420	1539847	40	1556244	0	0	0	0	0	9957	46466	0
120215	46	2012	5190	640	4550	0	1470	0	210	1531109	0	1537979	0	0	0	0	0	0	19914	0
120216	47	2012	2590	700	1890	0	7509	0	210	2254272	0	2264581	0	0	0	0	0	3319	59742	210
120217	48	2012	7009	1170	5839	0	19215	0	0	1787092	60	1813376	0	0	0	0	0	16595	49785	0
120220	51	2012	15817	13617	2200	840	11637	0	0	1694621	320	1723235	40	0	0	0	0	9957	86294	0
120221	52	2012	17876	11857	6019	0	9439	20	420	2129241	60	2157056	0	0	0	0	0	3319	46466	210
120222	53	2012	23754	15446	8308	840	15287	0	420	2089792	80	2130173	20	0	0	0	0	9957	43147	0
120223	54	2012	22484	20864	1620	0	9988	0	0	1870528	60	1903060	0	0	0	0	0	6638	36509	0
120224	55	2012	125384	121764	3620	0	8398	20	420	1804317	160	1938699	0	0	0	0	0	6638	29871	0
120227	58	2012	19055	18055	1000	0	8398	0	0	1329910	40	1357403	20	0	0	0	0	6638	33190	0
120228	59	2012	4320	1670	2650	0	8438	0	210	1625931	0	1638899	0	0	0	0	0	6638	53104	0
120229	60	2012	39359	37699	1660	0	6189	0	0	1921112	60	1966720	40	0	0	0	0	3319	99570	0
120301	61	2012	12438	9888	2550	840	13428	0	0	2205158	60	2231924	80	140	0	0	0	6638	86294	0
120302	62	2012	37450	24873	12577	560	25835	0	0	2796722	60	2860627	0	0	0	0	0	16595	73018	560
120305	65	2012	3020	1400	1620	1120	14237	40	3319	2050350	360	2072446	0	0	0	0	0	9957	73018	0
120306	66	2012	7131	4532	2599	0	13190	40	0	2076701	400	2097462	0	0	0	0	0	9957	73018	419
120307	67	2012	8233	3277	4956	0	9695	100	0	2488966	620	2507614	0	0	0	0	0	6638	69699	0
120308	68	2012	21067	15077	5990	0	12947	60	0	2179487	100	2213661	20	0	0	0	0	9957	63061	0
120309	69	2012	5433	3793	1640	0	13988	140	0	2062973	180	2082714	0	0	0	0	0	9957	56423	0
120312	72	2012	14709	10019	4690	0	9928	60	210	1672018	100	1697025	40	0	0	0	0	6638	59742	0
120313	73	2012	17498	10898	6600	0	16756	100	0	2411566	140	2446060	260	0	0	0	0	13276	102889	0
120314	74	2012	11849	7089	4760	0	12027	20	0	1391752	440	1416088	0	0	0	0	0	9957	66380	0
120315	75	2012	10130	3880	6250	0	26733	60	0	2395140	360	2432423	0	0	0	0	0	23233	82975	0
120316	76	2012	10399	8349	2050	0	19715	60	0	1654583	420	1685177	0	0	0	0	0	16595	46466	0
120319	79	2012	8120	6700	1420	0	21895	120	0	2328970	1560	2360665	60	0	0	0	0	16595	63061	210
120320	80	2012	13789	12199	1590	0	8438	60	0	1452923	580	1475790	120	0	0	0	0	6638	36509	0
120321	81	2012	5260	4380	880	630	15017	0	0	1962031	2280	1985218	0	0	0	0	0	9957	46466	840
120322	82	2012	1730	1610	120	0	17616	0	0	1722182	1160	1742688	40	0	0	0	0	13276	39828	0
120323	83	2012	10538	9578	960	0	14837	0	0	2619992	1080	2646447	0	0	0	0	0	9957	69699	420
120326	86	2012	15868	14668	1200	0	21215	160	0	2411146	2800	2451189	40	0	0	0	0	16595	56423	0
120327	87	2012	16420	12880	3540	0	21325	220	6638	2280906	1380	2326889	240	0	0	0	0	16595	43147	840
120328	88	2012	19319	17599	1720	0	33662	540	0	2364301	1810	2419632	220	0	0	0	0	26552	66380	630
120329	89	2012	34435	31255	3180	840	21985	160	0	2250656	540	2308616	220	0	0	0	0	16595	96251	630
120330	90	2012	41754	28286	13468	0	16686	80	0	2219863	840	2279223	260	0	0	0	0	13276	73018	0
120402	93	2012	65775	54767	11008	0	29532	40	0	2386443	1380	2483170	420	0	3319	0	0	26552	56423	0
120403	94	2012	44842	21945	22897	0	47491	240	0	2672864	3339	2768776	320	0	0	0	0	39828	49785	2095
120404	95	2012	66209	59190	7019	0	20546	40	0	1664528	3220	1754543	120	0	0	0	0	16595	59742	0
120405	96	2012	30839	27119	3720	0	55389	120	0	2393566	2040	2481954	760	0	0	0	0	36509	59742	6720
120410	101	2012	65021	50625	14396	0	37628	80	0	3119395	1919	3224043	1260	680	0	40	260	26552	96251	36453
120412	103	2012	5433	3913	1520	0	87954	240	6638	3103529	2018	3205812	160	340	0	0	0	66380	63061	132562
120413	104	2012	57209	48609	8600	0	109710	320	0	3993323	720	4161282	300	960	0	0	0	86294	159312	280226
120416	107	2012	32360	27440	4920	0	83709	380	6638	4225393	420	4348900	240	880	0	0	1320	73018	129441	459772
120417	108	2012	35510	29031	6479	0	64169	500	0	4091992	2438	4194609	640	440	0	0	340	46466	129441	313786
120418	109	2012	36295	23741	12554	0	70430	620	0	3410882	580	3518807	3360	240	0	0	0	56423	86294	177868
120419	110	2012	71172	54701	16471	1257	66137	480	0	3455716	640	3595402	1660	900	0	0	1260	53104	126122	140952
120420	111	2012	84576	67960	16616	0	37224	80	419	3370939	1000	3494238	4000	1740	0	40	1100	33190	99570	372516
120423	114	2012	45007	32231	12776	0	27085	100	0	3750207	400	3822799	440	1060	0	0	640	16595	129441	771880
120424	115	2012	277229	256789	20440	0	35784	100	3738	3990792	560	4308203	1240	1140	0	120	160	29871	89613	815508
120425	116	2012	60915	48935	11980	0	24009	180	0	4136372	760	4222236	500	1460	0	0	1160	19914	149355	701404
120426	117	2012	25424	7444	17980	0	47999	80	0	3684599	320	3758422	360	3200	0	80	1220	43147	116165	530248
120427	118	2012	27680	4011	23669	0	45431	140	0	3879155	140	3952546	20	2180	0	40	1880	36509	205778	493332
120430	121	2012	67186	25017	42169	0	34473	100	6638	2721915	520	2830832	1800	5520	0	40	5520	23233	102889	10640
120502	123	2012	68599	16879	51720	560	18716	20	3319	2488178	600	2579992	140	4120	0	140	4580	13276	86294	0
120503	124	2012	34579	160	34419	0	16847	0	20124	2373669	1480	2446699	60	3460	0	0	3180	9957	92932	0
120504	125	2012	47167	18427	28740	0	29824	0	9957	2175200	2420	2264568	140	2960	0	20	3780	19914	99570	420
120507	128	2012	20800	5680	15120	0	33652	0	6638	2679560	360	2741010	80	1820	0	0	3660	26552	155993	0
120508	129	2012	41631	4593	37038	0	18485	40	3319	2641416	780	2705671	80	3900	0	0	2360	9957	199140	419
120509	130	2012	41976	15298	26678	0	30893	0	13276	2546479	320	2632944	60	740	0	20	3180	23233	132760	0
120510	131	2012	37737	11749	25988	0	22085	0	0	2183016	380	2243218	0	1720	0	60	760	16595	82975	0
120511	132	2012	34258	22058	12200	0	15997	20	6638	2478786	670	2536369	100	1480	0	20	960	9957	122803	0
120514	135	2012	140681	51337	89344	0	11649	0	3319	2357813	120	2513582	160	4040	0	80	900	6638	112846	419
120515	136	2012	42278	11818	30460	0	52907	0	0	2262165	120	2357470	20	6420	0	40	0	43147	219054	0
120516	137	2012	82642	42946	39696	0	41370	0	9957	2421873	540	2556382	120	4820	0	60	0	33190	122803	0
120518	139	2012	57260	17180	40080	0	48549	0	210	2649566	440	2756025	240	1560	0	80	0	36509	225692	0
120521	142	2012	9530	6730	2800	0	63578	0	0	2869589	160	2942857	40	400	0	220	0	49785	381685	2095
120522	143	2012	23999	9947	14052	0	65066	0	0	2913894	200	3003159	0	0	0	80	0	56423	385004	0
120523	144	2012	23840	14560	9280	0	51209	0	0	2654087	1460	2730596	40	500	0	20	0	36509	222373	0
120524	145	2012	33580	29042	4538	0	27991	0	6638	3254527	280	3323016	0	0	0	20	0	16595	238968	419
120525	146	2012	32456	26936	5520	0	37910	0	6638	2611739	620	2689363	0	0	0	0	0	33190	335219	280
120529	150	2012	74662	34931	39731	0	84002	20	6638	2929199	940	3095461	40	40	0	0	0	76337	182545	2095
120530	151	2012	86286	31634	54652	0	113434	0	9957	2854755	2620	3067052	0	240	0	0	0	86294	448065	5250
120531	152	2012	133287	39386	93901	0	59445	0	419	2955497	5568	3154216	20	460	0	0	0	29871	421513	5866
120601	153	2012	99466	12018	87448	0	73644	0	0	2589148	11824	2774082	0	380	0	0	0	53104	421513	10080
120604	156	2012	108758	19218	89540	0	53990	0	16875	4240132	5448	4425203	0	380	0	0	0	33190	726861	12600
120605	157	2012	125498	5200	120298	0	60765	0	0	2606221	7804	2800288	40	1120	0	0	0	49785	507807	5880
120606	158	2012	165296	9382	155914	0	38747	0	9957	2700353	11261	2925614	20	480	3319	0	0	26552	474617	11732
120607	159	2012	160653	8110	152543	0	75059	0	3319	2982115	6176	3227322	0	1240	0	0	0	53104	637248	18436
120608	160	2012	141098	9472	131626	0	139038	40	48144	5391709	6600	5726629	0	1880	0	0	0	79656	889492	16780
120611	163	2012	1201947	75846	1126101	0	58496	40	6638	4741037	4240	6012398	0	2000	0	0	0	6638	723542	7551
120612	164	2012	378328	33727	344601	0	149515	0	0	5178454	2640	5708937	0	1320	6638	0	0	99570	517764	1678
120613	165	2012	490900	29448	461452	0	157646	40	6638	4415232	3838	5074294	0	1480	0	0	0	92932	497850	0
120614	166	2012	346348	42790	303558	0	124950	0	13276	5850792	2760	6338126	0	2720	0	0	0	59742	750094	0
120615	167	2012	340683	11710	328973	0	145145	80	0	4188553	6959	4681420	0	1120	0	0	0	66380	597420	0
120618	170	2012	252113	17664	234449	0	80831	0	0	4441414	4720	4779078	0	680	0	40	0	39828	491212	0
120619	171	2012	155411	3239	152172	0	119299	40	0	3653096	5517	3933363	0	120	0	0	0	86294	670438	0
120620	172	2012	221683	2400	219283	0	124098	0	0	4242496	3040	4591317	0	880	0	0	0	92932	637248	839
120621	173	2012	108212	8437	99775	0	64162	80	0	3791655	560	3964669	0	0	0	0	0	39828	292072	0
120622	174	2012	158148	9195	148953	0	87109	0	6638	3434190	4799	3690884	0	1280	0	40	0	53104	650524	0
120625	177	2012	316852	74206	242646	0	89556	0	19914	5104992	2480	5533794	0	0	0	0	0	66380	663800	0
120626	178	2012	97694	24610	73084	0	51280	0	0	6111782	760	6261516	40	200	6638	0	0	33190	451384	0
120627	179	2012	45058	15782	29276	0	148480	40	0	4578122	3160	4774860	0	200	0	0	0	106208	524402	0
120628	180	2012	27432	13392	14040	0	110421	0	0	4150329	6680	4294862	0	720	0	0	0	79656	444746	0
120629	181	2012	54499	27063	27436	0	102904	40	0	5715367	2680	5875490	0	600	0	0	0	73018	424832	0
120702	184	2012	33426	12476	20950	0	93858	0	6638	5862168	4358	6000448	0	0	0	0	0	53104	756732	0
120703	185	2012	10196	4837	5359	0	38252	0	6638	4399667	2480	4457233	0	0	0	0	0	26552	358452	0
120704	186	2012	15590	3213	12377	0	47638	0	16595	2973801	3440	3057064	0	0	0	0	0	33190	192502	838
120705	187	2012	10626	3337	7289	0	56538	0	33190	2612835	1240	2714429	0	0	0	0	0	43147	205778	0
120706	188	2012	10699	6319	4380	0	25135	0	53104	2454865	1820	2545623	20	160	0	0	0	16595	136079	0
120709	191	2012	17498	10998	6500	0	73721	0	119484	2866141	520	3077364	0	220	0	0	0	63061	189183	0
120710	192	2012	24576	9319	15257	0	43570	0	119484	2625814	460	2813904	20	0	0	0	0	33190	169269	0
120711	193	2012	34294	8582	25712	0	77482	0	119484	2842199	300	3073759	0	140	0	0	0	69699	192502	419
120712	194	2012	18299	13311	4988	0	51601	0	242287	2823443	440	3136070	0	0	0	0	0	39828	215735	0
120713	195	2012	10991	7551	3440	0	102113	0	212416	3811717	600	4137837	0	40	0	0	0	82975	441427	0
120716	198	2012	48586	28291	20295	0	83135	0	175907	2278708	1040	2587376	0	0	0	0	0	63061	245606	0
120717	199	2012	21471	15807	5664	0	88700	0	225692	2367767	900	2704530	0	0	0	0	0	73018	189183	0
120718	200	2012	29994	24434	5560	0	81523	0	195821	2503883	400	2811621	0	0	0	0	0	66380	165950	0
120719	201	2012	20883	17443	3440	0	47874	20	119484	2374738	920	2563919	0	0	0	0	0	29871	102889	0
120720	202	2012	120056	117156	2900	0	45657	0	102889	2697841	260	2966703	0	0	0	0	0	33190	142717	0
120723	205	2012	48570	41670	6900	0	100406	200	146036	2928752	780	3224744	0	2100	0	0	0	69699	205778	0
120724	206	2012	45106	26035	19071	0	94625	240	6638	3868029	720	4015358	0	3520	0	0	0	59742	152674	0
120725	207	2012	141797	8339	133458	0	143994	520	106208	2738150	420	3131089	0	92852	3319	0	0	86294	235649	839
120726	208	2012	137661	8037	129624	0	160313	400	225692	2951479	560	3476105	0	50040	0	0	0	92932	302029	3356
120727	209	2012	229245	11428	217817	0	170298	680	139398	5093492	720	5633833	0	52640	6638	0	0	106208	531040	11746
120730	212	2012	359624	13337	346287	0	112017	4240	33190	4084607	2440	4596118	0	53680	0	0	0	79656	404918	0
120731	213	2012	199621	6020	193601	0	48494	1600	86294	3221356	1500	3558865	0	24000	0	0	0	19914	258882	0
120801	214	2012	154697	9780	144917	0	49350	1560	59742	3484858	2960	3753167	0	0	0	0	0	33190	358452	0
120802	215	2012	155256	8520	146736	0	40332	1840	26552	3023394	4200	3251574	0	27320	0	0	0	26552	225692	420
120803	216	2012	126562	6753	119809	0	92515	1240	79656	4146751	12242	4458966	0	30480	6638	0	0	59742	345176	0
120806	219	2012	220299	22866	197433	0	80609	1240	19914	3958444	2640	4283146	0	36320	0	0	0	66380	285434	0
120807	220	2012	215745	11668	204077	0	67686	560	0	3717798	9018	4010807	0	37520	0	0	0	46466	318624	0
120808	221	2012	247413	27372	220041	0	81886	880	33190	3870472	2800	4236641	0	40800	6638	0	0	66380	199140	0
120809	222	2012	398961	32176	366785	0	76906	1480	39828	4124838	6718	4648731	0	37840	0	0	0	33190	199140	0
120810	223	2012	697034	8990	688044	0	246148	1760	26552	3971448	4160	4947102	0	46560	0	0	0	73018	232330	0
120813	226	2012	454295	17182	437113	0	57679	200	7477	4044738	5079	4569468	0	68560	6638	0	0	26552	219054	0
120814	227	2012	593598	13459	580139	0	71108	120	19914	3261774	4880	3951394	0	23400	0	0	0	46466	146036	0
120815	228	2012	1791187	13460	1777727	0	111085	360	26552	4887106	17792	6834082	0	26840	0	0	0	79656	318624	0
120816	229	2012	1295396	22925	1272471	0	69013	240	0	4888643	10688	6263980	0	27000	0	0	0	33190	305348	1118
120817	230	2012	774445	17615	756830	0	73225	640	26552	4670218	14461	5559541	0	19960	0	0	0	46466	338538	0
120820	233	2012	238917	48937	189980	0	159835	440	0	3658204	4360	4061756	0	3920	0	0	0	66380	159312	1678
120821	234	2012	198728	42132	156596	0	211108	480	13276	3149521	2120	3575233	0	1960	0	0	0	79656	126122	1678
120822	235	2012	239674	23512	216162	0	320634	280	0	3962096	13241	4535925	0	0	0	0	0	99570	212416	1678
120823	236	2012	119551	20712	98839	0	100924	160	0	3814851	20522	4056008	0	0	0	0	0	46466	358452	0
120824	237	2012	91153	16636	74517	0	136249	200	13276	3499361	15571	3755810	0	640	0	0	0	53104	119484	0
120827	240	2012	61268	27856	33412	0	54636	0	0	3952685	1480	4070069	0	0	0	0	0	33190	152674	0
120828	241	2012	43688	14306	29382	0	217644	80	6638	3467676	14009	3749735	40	1040	0	0	0	106208	152674	0
120829	242	2012	34142	6514	27628	0	153882	40	0	3371166	1200	3560430	0	80	0	0	0	66380	179226	0
120830	243	2012	23289	11112	12177	0	111432	40	6638	1976236	520	2118155	0	1300	0	0	0	43147	92932	839
120831	244	2012	35751	4557	31194	0	72454	20	9957	1766226	1179	1885587	0	440	0	0	0	43147	69699	0
120903	247	2012	23231	17492	5739	0	56962	20	0	2159472	780	2240465	60	0	0	0	0	29871	53104	0
120904	248	2012	7815	2896	4919	0	28444	20	3319	1981707	400	2021705	0	160	0	0	0	13276	73018	0
120905	249	2012	14907	4235	10672	0	35002	0	3319	1798324	260	1851812	0	200	0	0	0	9957	63061	419
120906	250	2012	9868	4792	5076	0	66226	0	9957	2265112	839	2352002	0	420	0	0	0	36509	76337	0
120907	251	2012	7791	3175	4616	0	42919	0	0	2064263	200	2115173	0	0	0	0	0	26552	106208	0
120910	254	2012	18970	8874	10096	0	75193	20	3319	2112204	460	2210166	0	340	0	0	0	39828	66380	0
120911	255	2012	38997	4620	34377	0	48437	0	6638	1995129	160	2089361	0	8640	0	0	0	9957	73018	0
120912	256	2012	22087	4017	18070	0	93981	0	0	2082407	320	2198795	0	2700	0	0	0	29871	76337	0
120913	257	2012	6360	600	5760	0	24558	0	0	1374358	20	1405296	0	1200	0	0	0	6638	46466	0
120914	258	2012	26087	4417	21670	0	66546	0	0	2176943	100	2269676	0	940	0	0	0	23233	53104	839
120917	261	2012	23499	8299	15200	0	45392	40	0	1896194	220	1965345	0	1980	0	0	0	26552	56423	280
120918	262	2012	25340	2980	22360	0	43271	0	0	1534942	340	1603893	0	1000	0	0	0	29871	63061	0
120919	263	2012	26198	10808	15390	0	13939	0	0	1502201	0	1542338	0	800	0	0	0	3319	53104	210
120920	264	2012	26459	9629	16830	0	24986	0	0	2153145	60	2204650	0	700	0	0	0	13276	63061	0
120921	265	2012	19160	4340	14820	0	25695	20	0	1882918	40	1927833	0	400	0	0	0	16595	43147	0
120925	269	2012	26778	13778	13000	0	20677	20	0	2222016	20	2269511	0	680	0	0	0	9957	56423	0
120926	270	2012	43214	25254	17960	0	18896	0	0	2146548	0	2208658	0	960	0	0	0	13276	56423	0
120927	271	2012	42467	22252	20215	0	37523	20	0	2152619	0	2232629	0	1080	0	0	0	23233	92932	0
120928	272	2012	36166	18876	17290	0	20475	60	3319	1495312	20	1555352	0	4720	0	0	0	16595	46466	0
121001	275	2012	38543	24474	14069	0	16347	0	3319	1434100	230	1492539	0	1500	0	0	0	9957	33190	0
121004	278	2012	36227	17627	18600	0	37962	0	0	1937999	40	2012228	0	600	0	0	0	26552	73018	0
121005	279	2012	117445	91155	26290	0	18488	0	3319	1998622	0	2137874	0	1740	0	20	0	6638	79656	210
121008	282	2012	66910	43230	23680	0	27635	0	3319	2463743	0	2561607	0	460	0	80	0	16595	109527	0
121009	283	2012	17100	4660	12440	0	20977	0	3319	2379467	0	2420863	0	700	0	0	0	9957	106208	420
121010	284	2012	30467	16537	13930	0	44320	0	0	2705359	20	2780166	0	140	0	0	0	33190	92932	210
121011	285	2012	29956	12098	17858	0	43631	0	0	2843229	0	2916816	0	0	0	0	0	29871	92932	0
121012	286	2012	39592	31612	7980	0	48429	0	0	3183727	0	3271748	0	0	0	0	0	36509	96251	280
121015	289	2012	18470	5450	13020	0	19207	0	0	2360352	20	2398049	0	560	0	0	0	9957	76337	0
121016	290	2012	32417	9109	23308	0	21506	0	0	2120544	0	2174467	0	0	0	0	0	13276	59742	0
121017	291	2012	36398	13018	23380	0	18327	0	3529	2220283	20	2278557	0	240	0	0	0	9957	69699	0
121018	292	2012	27550	6130	21420	0	28574	0	3529	2185454	630	2245737	0	560	0	0	0	19914	86294	0
121019	293	2012	34834	9232	25602	0	78757	0	3319	2598308	0	2715218	0	500	0	0	0	33190	86294	0
121022	296	2012	28420	5930	22490	0	18267	0	0	1857672	20	1904379	0	600	0	0	0	9957	66380	0
121023	297	2012	23278	11428	11850	0	21116	0	0	1827801	210	1872405	0	200	0	0	0	13276	56423	0
121024	298	2012	21110	5640	15470	0	23856	0	3319	1990473	0	2038758	0	240	0	0	0	13276	59742	0
121025	299	2012	33677	19967	13710	0	39991	0	3319	2341447	60	2418494	0	520	0	0	0	29871	76337	0
121026	300	2012	19600	7570	12030	0	32143	0	3949	2572558	20	2628270	0	0	0	0	0	23233	86294	0
121030	304	2012	19210	6290	12920	0	34553	0	6638	2448285	230	2508916	0	0	0	0	0	23233	89613	0
121031	305	2012	17459	9649	7810	0	35822	0	210	2371528	0	2425019	0	0	0	0	0	26552	73018	0
121101	306	2012	31346	22506	8840	0	14987	0	10167	1973458	0	2029958	40	80	0	20	0	9957	99570	0
121102	307	2012	25637	17617	8020	0	19815	0	0	2139198	20	2184670	0	0	0	0	0	16595	69699	0
121105	310	2012	30856	22096	8760	0	36634	0	3319	2634091	0	2704900	0	280	0	0	0	19914	112846	0
121106	311	2012	20828	14718	6110	0	31034	0	9957	2230322	40	2292181	0	0	0	0	0	19914	96251	0
121107	312	2012	27997	11209	16788	0	40751	0	0	2249565	0	2318313	0	120	0	0	0	29871	102889	0
121108	313	2012	13389	6010	7379	0	12528	0	0	2465049	0	2490966	0	0	0	0	0	6638	69699	0
121109	314	2012	15079	10309	4770	0	25395	0	0	2282084	0	2322558	0	0	0	0	20	16595	59742	0
121112	317	2012	10500	4500	6000	0	31413	0	3319	1798770	0	1844002	0	340	0	0	0	23233	46466	0
121113	318	2012	11220	5480	5740	0	18597	0	6638	1991272	420	2028147	0	0	0	0	0	9957	76337	0
121114	319	2012	21327	15887	5440	0	24565	0	0	1881535	0	1927427	0	0	0	0	0	16595	79656	0
121115	320	2012	19527	15677	3850	0	47809	0	9957	1945057	210	2022560	0	80	0	0	0	36509	59742	0
121116	321	2012	13500	7270	6230	0	15927	0	3319	1566020	20	1598786	0	100	0	0	0	9957	66380	0
121119	324	2012	12430	7320	5110	0	43100	0	3319	1817675	210	1876734	0	0	0	0	0	33190	39828	0
121120	325	2012	16348	12348	4000	0	37722	0	0	2083195	0	2137265	40	0	0	0	0	26552	53104	0
121121	326	2012	22477	17577	4900	0	23746	0	0	2512775	100	2559098	0	0	0	0	0	13276	89613	0
121122	327	2012	13888	11548	2340	0	5180	0	0	1675127	0	1694195	0	0	0	0	0	0	46466	0
121123	328	2012	25475	22395	3080	0	16586	0	0	2112646	0	2154707	0	0	0	0	0	13276	76337	0
121126	331	2012	7650	2110	5540	0	10478	0	0	1299829	0	1317957	0	60	0	0	0	6638	43147	0
121127	332	2012	19557	15107	4450	0	16257	0	210	1427211	0	1463235	0	520	0	0	0	9957	63061	0
121128	333	2012	7390	3660	3730	0	23554	0	0	1643576	0	1674520	0	0	0	40	0	19914	49785	0
121129	334	2012	18097	13687	4410	0	12148	0	0	1721173	0	1751418	0	0	0	0	0	6638	79656	0
121203	338	2012	7710	4550	3160	0	13448	0	0	1796670	0	1817828	0	0	0	0	0	6638	49785	0
121204	339	2012	7820	4140	3680	0	24014	0	0	1888762	0	1920596	40	0	0	0	0	19914	76337	0
121205	340	2012	9180	4660	4520	0	32403	20	0	2044586	20	2086209	0	0	0	20	0	23233	59742	0
121206	341	2012	22266	18596	3670	0	24744	0	0	2185413	0	2232423	40	0	0	0	0	19914	59742	0
121207	342	2012	11429	7979	3450	0	30035	0	0	2035469	0	2076933	0	0	0	0	0	16595	116165	0
121210	345	2012	11589	5140	6449	0	7529	0	0	2208226	0	2227344	0	0	0	0	0	3319	66380	0
121211	346	2012	9070	6080	2990	0	27604	0	0	1659162	40	1695876	20	0	0	0	0	19914	66380	0
121212	347	2012	13898	10868	3030	0	39951	0	0	1987323	0	2041172	0	0	0	40	0	29871	99570	0
121213	348	2012	16489	6970	9519	0	32063	0	0	1650214	0	1698766	40	0	0	80	0	23233	89613	0
121214	349	2012	12259	10159	2100	0	21515	0	3319	2040637	0	2077730	0	0	0	0	0	16595	106208	0
121217	352	2012	13898	11268	2630	0	48509	0	0	2281285	40	2343732	0	0	0	0	0	36509	109527	0
121218	353	2012	7609	2690	4919	0	27923	0	6638	2529580	40	2571790	0	0	0	0	0	23233	96251	0
121219	354	2012	42699	41719	980	0	31843	0	0	2291872	0	2366414	0	0	0	0	0	23233	109527	0
121220	355	2012	19426	9288	10138	0	14799	0	0	2002699	0	2036924	0	0	0	20	0	3319	86294	0
121221	356	2012	3860	2130	1730	0	21566	0	6848	2058871	20	2091165	0	0	0	0	0	13276	73018	0
121227	362	2012	5130	3270	1860	0	18925	0	3529	1695630	0	1723214	0	0	0	0	0	16595	73018	0
121228	363	2012	3340	2020	1320	0	18706	0	3529	2352623	0	2378198	0	0	0	0	0	13276	86294	0
