date	julian_day	year	time	Secchi meter 	temperature	salinity	SiO2	PO4	NO2	NO3	NOX	NH4	HPLC Chla	BBE Chla	DIN	HW Zeit 1	HW Zeit 2	NW Zeit 1	NW Zeit 2
11/1/13	13	2011	8:34	3.1	3.9	32.222	6.15	0.53	0.52	6.44	6.96	3.24	NA	0.413	10.2	4:53	17:21	11:33	NA
11/1/14	14	2011	8:05	3.3	4	32.105	9.14	0.92	0.81	8.81	9.62	1.99	NA	0.225	11.62	5:48	18:24	0:00	12:31
11/1/15	15	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:59	19:41	1:10	13:44
11/1/16	16	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:16	20:54	2:28	15:00
11/1/17	17	2011	9:15	4.3	4.1	32.207	8.9	0.88	0.72	10	10.73	3.32	NA	0.137	14.04	9:28	21:59	3:42	16:09
11/1/18	18	2011	9:00	4	3.9	32.13	9.24	0.7	0.71	10.49	11.21	2.54	NA	0.118	13.75	10:31	22:54	4:47	17:10
11/1/19	19	2011	9:10	4.8	3.8	32.114	9.05	0.53	0.74	10.45	11.19	3.13	NA	0.061	14.32	11:26	23:43	5:45	18:04
11/1/20	20	2011	7:13	3.2	3.2	31.805	8.36	0.51	0.64	13.06	13.7	3.69	NA	0.143	17.38	NA	12:16	6:37	18:53
11/1/21	21	2011	8:52	3.6	3.3	31.594	8.76	0.48	0.61	16.04	16.66	3.56	NA	0.119	20.21	0:30	13:03	7:27	19:40
11/1/22	22	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:16	13:48	8:15	20:24
11/1/23	23	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:59	14:29	8:58	21:04
11/1/24	24	2011	9:08	3.2	3.2	30.992	14.06	0.68	0.67	15.64	16.31	6.61	NA	1.374	22.92	2:39	15:10	9:37	21:45
11/1/25	25	2011	9:02	3	3.3	31.815	7.9	0.48	0.65	12.61	13.26	3.49	NA	1.077	16.75	3:22	15:53	10:18	22:30
11/1/26	26	2011	8:42	2.6	3	31.293	10.36	0.46	0.68	18.81	19.49	3.7	NA	1.075	23.19	4:08	16:40	11:00	23:16
11/1/27	27	2011	9:42	2	2.5	30.091	19.06	0.64	0.75	29.88	30.63	14.24	NA	0.343	44.87	4:58	17:31	11:45	NA
11/1/28	28	2011	9:02	2.4	2.2	29.035	24.26	0.7	0.78	41.49	42.27	5.77	NA	NA	48.04	5:56	18:32	0:09	12:40
11/1/29	29	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:07	19:47	1:16	13:54
11/1/30	30	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:29	21:07	2:39	15:17
11/1/31	31	2011	9:08	2.6	2.6	28.437	24.72	0.79	0.99	47.5	48.49	3.95	NA	0.247	52.44	9:48	22:16	4:01	16:31
11/2/01	32	2011	9:02	2.7	NA	30.928	14.75	0.61	0.8	23.04	23.84	1.39	NA	0.304	25.23	10:52	23:11	5:10	17:29
11/2/02	33	2011	9:20	3.3	3.1	31.533	10.54	0.39	0.81	16.28	17.09	0.97	NA	0.766	18.06	11:41	23:56	6:03	18:17
11/2/03	34	2011	9:04	3.4	3.4	31.784	9.68	0.54	0.78	12.79	13.57	1.95	NA	0.793	15.51	NA	12:22	6:46	18:58
11/2/04	35	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:34	12:58	7:24	19:34
11/2/05	36	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:08	13:31	7:58	20:07
11/2/06	37	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:40	14:01	8:29	20:35
11/2/07	38	2011	9:22	1.6	3.7	31.57	9.28	0.47	0.77	15.75	16.52	2.84	NA	0.272	19.36	2:10	14:28	8:57	21:01
11/2/08	39	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:38	14:56	9:23	21:30
11/2/09	40	2011	13:00	2.4	3.4	31.425	10.37	0.57	0.73	16.57	17.31	4.28	NA	0.254	21.59	3:08	15:25	9:50	21:59
11/2/10	41	2011	9:18	2	3.6	30.54	12.03	0.55	0.8	19.91	20.71	3.38	NA	0.272	24.09	3:37	15:52	10:14	22:27
11/2/11	42	2011	8:02	1.7	3.2	31.494	8.6	0.59	0.77	15.74	16.52	2.92	NA	0.225	19.44	4:08	16:26	10:41	23:05
11/2/12	43	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:51	17:20	11:27	NA
11/2/13	44	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:59	18:39	0:07	12:42
11/2/14	45	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:28	20:09	1:34	14:14
11/2/15	46	2011	9:50	5	3.5	31.792	6.65	0.51	0.82	13.82	14.64	2.4	NA	0.383	17.04	8:56	21:30	3:05	15:39
11/2/16	47	2011	8:43	4	3	32.021	6.42	0.36	0.78	11.96	12.74	1.53	NA	0.051	14.27	10:11	22:34	4:24	16:51
11/2/17	48	2011	8:48	4.1	3	31.607	9.83	0.96	0.89	17.64	18.53	2.08	NA	0.361	20.61	11:10	23:26	5:28	17:49
11/2/18	49	2011	5:10	3.6	3.2	31.493	10.57	0.94	0.93	16.38	17.31	2.75	NA	0.195	20.05	NA	12:00	6:23	18:39
11/2/19	50	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:12	12:45	7:11	19:25
11/2/20	51	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:57	13:27	7:56	20:09
11/2/21	52	2011	13:13	4	2.4	31.42	12.86	0.68	1.09	19.79	20.88	1.91	NA	1.558	22.79	1:42	14:09	8:39	20:50
11/2/22	53	2011	9:27	4.1	2	31.876	8.08	0.47	1.11	18.95	20.06	1.59	NA	1.634	21.65	2:24	14:50	9:19	21:31
11/2/23	54	2011	8:26	3.2	2.5	32.178	6.77	0.48	1.1	19.29	20.39	1.37	NA	0.914	21.76	3:06	15:30	9:57	22:12
11/2/24	55	2011	8:57	2.6	2.7	32.328	7.36	0.36	1.1	17.17	18.27	1.43	NA	0.209	19.7	3:49	16:12	10:36	22:54
11/2/25	56	2011	8:26	3.2	2.7	32.407	6.35	0.38	1.14	17.45	18.59	1.36	NA	0.256	19.95	4:35	16:58	11:16	23:41
11/2/26	57	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:27	17:57	NA	12:07
11/2/27	58	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:38	19:15	0:46	13:21
11/2/28	59	2011	7:17	3.3	2.9	32.516	8.21	0.4	1.17	19.34	20.51	1.59	NA	0.013	22.1	8:07	20:43	2:13	14:52
11/3/01	60	2011	8:35	4.7	2.9	32.6	7.67	0.4	1.17	17.53	18.7	0.84	NA	0.92	19.54	9:34	22:01	3:45	16:16
11/3/02	61	2011	9:00	4	2.9	32.439	8.47	0.44	1.14	18.88	20.02	1.41	NA	1.492	21.43	10:41	22:56	4:58	17:16
11/3/03	62	2011	8:55	4	3.2	32.261	8.4	0.39	1.2	19.31	20.51	2.63	NA	0.104	23.15	11:26	23:37	5:49	18:00
11/3/04	63	2011	9:12	3.9	2.9	32.149	10.2	0.56	1.11	20.72	21.83	2.88	NA	0.55	24.71	NA	12:01	6:27	18:38
11/3/05	64	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:12	12:34	7:01	19:12
11/3/06	65	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:44	13:04	7:32	19:42
11/3/07	66	2011	9:15	1.1	3	31.234	15.67	0.51	1.05	28.16	29.21	2.29	NA	0.227	31.5	1:14	13:32	8:00	20:10
11/3/08	67	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:42	13:58	8:26	20:37
11/3/09	68	2011	8:40	4	3.5	32.613	8.77	0.61	0.86	21.21	22.07	1.26	NA	0.213	23.33	2:11	14:26	8:53	21:06
11/3/10	69	2011	8:30	2.5	3.8	32.855	8.5	0.57	0.85	21.03	21.88	1.36	NA	0.424	23.24	2:41	14:55	9:21	21:36
11/3/11	70	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:11	15:22	9:46	22:01
11/3/12	71	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:39	15:51	10:09	22:31
11/3/13	72	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:17	16:38	10:48	23:26
11/3/14	73	2011	8:55	3.6	3.9	32.459	10.89	0.74	1.02	20.11	21.13	0.98	NA	0.231	22.12	5:20	17:55	NA	12:00
11/3/15	74	2011	8:40	4	3.9	31.519	12.8	0.72	1.09	27.39	28.49	2.13	NA	0.411	30.62	6:51	19:30	0:54	13:36
11/3/16	75	2011	7:40	4	3.5	32.239	9.22	0.68	0.91	19.38	20.28	1.91	NA	0.264	22.2	827	20:59	2:33	15:11
11/3/17	76	2011	8:40	3.7	3.8	32.715	8.91	0.57	0.78	21.17	21.95	1.01	NA	0.24	22.96	9:46	22:08	3:59	16:27
11/3/18	77	2011	8:45	4.1	4	32.865	8.3	0.96	0.77	20.05	20.82	1.4	NA	0.403	22.22	10:47	23:02	5:05	17:27
11/3/19	78	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:36	23:49	6:00	18:18
11/3/20	79	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:20	6:47	19:04
11/3/21	80	2011	8:51	4.1	4.1	32.646	9.92	1.73	0.87	23.03	23.9	1.3	NA	0.249	25.19	0:35	13:02	7:31	19:48
11/3/22	81	2011	8:52	4.8	4.2	32.794	10.52	1.22	0.79	20.27	21.06	0.93	NA	0.506	21.99	1:20	13:44	8:15	20:31
11/3/23	82	2011	8:37	4.8	4.3	32.747	8.44	0.92	0.78	19.29	20.06	1.39	NA	0.202	21.45	2:05	14:26	8:56	21:13
11/3/24	83	2011	8:45	4.5	4.4	32.605	9.51	0.99	0.71	21.79	22.5	1.4	NA	0.47	23.9	2:49	15:06	9:35	21:53
11/3/25	84	2011	8:43	3.9	4.4	32.832	8.83	1.69	0.7	20.05	20.75	0.64	NA	0.084	21.39	3:31	15:45	10:12	22:34
11/3/26	85	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:14	16:30	10:50	23:19
11/3/27	86	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:05	18:27	NA	12:39
11/3/28	87	2011	7:40	4.8	4.5	32.333	11.69	1.64	0.8	22.36	23.16	5.57	NA	0.377	28.73	7:13	19:43	1:21	13:50
11/3/29	88	2011	7:45	4.3	4.7	32.088	11.91	1.77	0.78	27.88	28.66	1.28	NA	0.473	29.94	8:39	21:12	2:40	15:21
11/3/30	89	2011	7:40	5	5	32.142	9.94	0.92	0.79	27.17	27.96	1.6	NA	0.539	29.56	10:07	22:32	4:18	16:48
11/3/31	90	2011	7:45	5.5	5.2	31.831	11.92	1.15	0.83	18.57	19.4	1.61	NA	0.385	21.01	11:14	23:28	5:33	17:51
11/4/01	91	2011	7:50	5.1	5.3	32.525	10.98	0.57	0.77	22.29	23.06	1.06	NA	0.302	24.12	11:57	NA	6:20	18:32
11/4/02	92	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:06	12:29	6:54	19:01
11/4/03	93	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:40	13:01	7:28	19:42
11/4/04	94	2011	8:00	5.8	5.2	32.441	10.55	0.52	0.75	22.49	23.25	0.71	NA	0.357	23.96	1:14	13:33	8:00	20:13
11/4/05	95	2011	7:45	5.2	5.3	32.67	9.04	0.59	0.78	20.9	21.67	0.76	NA	0.792	22.43	1:45	14:03	8:29	20:43
11/4/06	96	2011	7:45	4.7	5.4	32.69	10.12	0.8	0.68	20.54	21.22	1.59	NA	0.635	22.8	2:15	14:30	8:57	21:13
11/4/07	97	2011	7:40	5.2	5.6	32.721	9.56	0.87	0.66	19.44	20.09	0.55	NA	0.982	20.64	2:45	15:00	9:26	21:45
11/4/08	98	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:18	15:31	9:57	22:16
11/4/09	99	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:52	16:02	10:28	22:46
11/4/10	100	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:25	16:34	10:54	23:19
11/4/11	101	2011	7:50	2.8	7.5	29.135	23.93	0.83	1.77	49.67	51.44	1.72	NA	2.398	53.15	5:04	17:20	11:32	NA
11/4/12	102	2011	7:45	3.8	6.3	31.527	12.46	0.55	1	26.47	27.47	0.42	NA	1.122	27.89	6:13	18:30	0:11	12:36
11/4/13	103	2011	8:13	2.2	6.4	31.505	3.77	0.27	0.36	9.78	10.13	2	NA	1.762	12.13	7:26	20:00	1:32	14:09
11/4/14	104	2011	7:34	3.2	6.8	30.721	7.59	0.57	0.63	16.86	17.49	2	NA	4.519	19.49	8:57	21:27	3:06	15:42
11/4/15	105	2011	7:29	4.3	7.5	30.372	5.4	0.34	0.62	15.53	16.15	4.16	NA	2.816	20.31	10:15	22:37	4:02	16:57
11/4/16	106	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:15	23:33	5:34	17:57
11/4/17	107	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	12:05	6:28	18:51
11/4/18	108	2011	8:49	3.6	8.4	28.959	4.69	0.33	0.86	17.56	18.43	1.26	NA	6.967	19.69	0:24	12:52	7:19	19:41
11/4/19	109	2011	7:22	3.5	8.8	28.803	6.27	0.37	1.18	24.81	26	0.45	NA	9.307	26.45	1:12	13:36	8:05	20:27
11/4/20	110	2011	7:36	2.9	8.8	29.023	4.65	0.27	1.02	25.63	26.65	1.49	NA	6.528	28.13	1:58	14:18	8:49	21:11
11/4/21	111	2011	7:30	3.1	8.6	29.314	4.91	0.34	1.13	25.16	26.29	0.35	NA	4.74	26.64	2:44	15:02	9:32	21:55
11/4/22	112	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:29	15:43	10:12	22:37
11/4/23	113	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:13	16:24	10:50	23:18
11/4/24	114	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4:57	17:09	11:28	NA
11/4/25	115	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5:46	18:02	0:02	12:15
11/4/26	116	2011	7:25	3.1	9.4	30.323	0.63	0.12	0.59	15.55	16.14	0.49	NA	15.425	16.63	6:46	19:10	0:58	13:17
11/4/27	117	2011	7:35	3.7	10.3	28.718	0.04	0.01	0.61	13.53	14.14	0.82	NA	8.35	14.96	8:01	20:29	2:10	14:38
11/4/28	118	2011	7:40	3.2	9.6	29.746	0.07	0.01	0.94	21.12	22.06	1.81	NA	6.049	23.87	9:20	21:45	3:33	16:00
11/4/29	119	2011	6:45	3.1	9.7	30.606	0.01	0.01	0.51	13.8	14.31	6.32	NA	2.798	20.63	10:27	22:43	4:46	17:06
11/4/30	120	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:13	23:24	5:35	17:51
11/5/01	121	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11:49	NA	6:11	18:28
11/5/02	122	2011	7:30	3.8	8	31.895	0.34	0.03	0.61	18.9	19.51	0.03	NA	4.741	19.54	0:02	12:25	6:47	19:07
11/5/03	123	2011	7:18	4.4	8.2	31.769	0.14	0.08	0.61	17.43	18.04	0.23	NA	5.061	18.27	0:40	13:01	7:24	19:43
11/5/04	124	2011	7:37	5.2	8	32.186	0.05	0.01	0.45	14.81	15.25	0.13	NA	2.948	15.38	1:16	13:34	7:58	20:18
11/5/05	125	2011	7:16	6.5	9.1	30.979	0.01	0.01	0.7	17.44	18.14	0.8	NA	1.032	18.93	1:50	14:05	8:30	20:52
11/5/06	126	2011	7:38	6.6	9.5	31.142	0.27	0.17	0.62	17.01	17.63	0.33	NA	1.631	17.96	2:25	14:38	9:04	21:28
11/5/07	127	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:02	15:14	9:38	22:03
11/5/08	128	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:39	15:50	10:13	22:40
11/5/09	129	2011	7:48	7	9.3	32.064	0.29	0.01	0.66	13.25	13.92	0.81	NA	1.946	14.72	4:19	16:29	10:48	23:20
11/5/10	130	2011	7:30	8	8.9	32.52	0.37	0.01	0.44	10.51	10.96	0.4	NA	1.704	11.36	5:03	17:16	11:31	NA
11/5/11	131	2011	7:24	7.2	9.6	31.849	0.34	0.01	0.57	13.95	14.52	0.98	NA	1.818	15.5	5:58	18:18	0:11	12:31
11/5/12	132	2011	7:15	7	9.4	32.511	0.36	0.01	0.31	9.4	9.71	0.11	NA	3.542	9.82	7:08	19:35	1:19	13:48
11/5/13	133	2011	7:37	6.1	9.1	32.901	0.98	0.01	0.32	7.83	8.16	0.63	NA	5.71	8.79	8:26	20:53	2:38	15:10
11/5/14	134	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:39	22:02	3:54	16:22
11/5/15	135	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:39	23:03	4:05	17:24
11/5/16	136	2011	7:44	4.3	9.7	32.621	0.45	0.01	0.36	7.81	8.17	0.09	NA	5.449	8.25	11:34	23:59	5:55	18:23
11/5/17	137	2011	7:48	4	10	32.327	0.56	0.23	0.41	8.58	8.99	1.47	NA	5.266	10.46	NA	12:26	6:51	19:19
11/5/18	138	2011	7:36	5	10	32.419	0.58	0.07	0.41	8.22	8.63	0.71	NA	5.283	9.34	0:52	13:14	7:41	20:06
11/5/19	139	2011	7:28	5.7	10	32.368	0.64	0.01	0.36	4.9	5.25	1.38	NA	1.21	6.63	1:39	13:58	8:26	20:53
11/5/20	140	2011	6:10	6.8	10	32.599	0.81	0.01	0.42	8.24	8.66	0.07	NA	0.268	8.72	2:25	14:41	9:09	21:38
11/5/21	141	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:11	15:25	9:51	22:22
11/5/22	142	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3:57	16:08	10:31	23:04
11/5/23	143	2011	8:05	6.5	10.7	32.785	1.06	0.01	0.37	7.71	8.08	0.87	NA	1.298	8.95	4:41	16:51	11:09	23:46
11/5/24	144	2011	7:40	4.9	10.6	32.707	1.96	0.06	0.38	7.57	7.96	1.27	NA	0.115	9.23	5:26	17:37	11:51	NA
11/5/25	145	2011	7:50	3.8	11.2	32.457	1.41	0.26	0.4	8.19	8.59	2.31	NA	0.587	10.89	6:15	18:31	0:32	12:42
11/5/26	146	2011	7:45	3.7	12.4	31.622	1.73	0.17	0.31	7.84	8.15	0.78	NA	0.74	8.93	7:12	19:34	1:27	13:45
11/5/27	147	2011	NA	NA	NA	31.901	1.76	0.03	0.54	8.92	9.46	1.9	NA	2.574	11.36	8:17	20:42	2:32	14:56
11/5/28	148	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:22	21:45	3:39	16:04
11/5/29	149	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:18	22:36	4:35	17:00
11/5/30	150	2011	7:40	5.1	12	32.339	1.95	0.1	0.44	9.33	9.77	1.17	NA	1.695	10.94	11:05	22:32	5:21	17:41
11/5/31	151	2011	7:40	3.9	12.1	32.341	1.98	0.12	0.36	9.03	9.39	1.63	NA	0.957	11.02	11:46	NA	6:04	18:31
11/6/01	152	2011	7:40	4.7	12.3	32.283	2.31	0.12	0.35	7.49	7.84	1.73	NA	1.874	9.57	0:06	12:29	6:48	19:14
11/6/02	153	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0:49	13:08	7:30	19:55
11/6/03	154	2011	7:47	5.9	13.2	31.826	3.07	?? 1.93	0.38	7.83	8.21	2.54	NA	0.747	10.75	1:29	13:45	8:09	20:35
11/6/04	155	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:09	14:24	8:48	21:16
11/6/05	156	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:50	15:02	9:27	21:56
11/6/06	157	2011	7:38	4.8	14.2	31.718	3.14	0.23	0.32	7.89	8.21	3.29	NA	1.246	11.5	3:31	15:42	10:04	22:36
11/6/07	158	2011	7:40	5.7	13.2	32.071	2.92	0.2	0.3	8.16	8.47	2.71	NA	0.166	11.18	4:13	16:24	10:45	23:21
11/6/08	159	2011	7:45	5.9	13.3	32.183	2.95	0.18	0.32	7.73	8.05	2.47	NA	1.816	10.51	5:00	17:13	11:31	NA
11/6/09	160	2011	7:30	7.5	13.2	32.16	3.25	0.39	0.27	5.56	5.83	3.02	NA	1.81	8.85	5:52	18:09	0:11	12:25
11/6/10	161	2011	7:35	7.2	13.3	32.326	3.23	0.07	0.34	7.98	8.32	1.58	NA	0.765	9.89	6:50	19:13	1:06	13:28
11/6/11	162	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:06	20:22	2:09	14:38
11/6/12	163	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9:03	21:32	3:17	15:49
11/6/13	164	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10:08	22:37	4:24	16:56
11/6/14	165	2011	7:42	7.9	14.3	32.617	3.26	0.17	0.27	7.41	7.68	1.82	NA	0.56	9.5	11:08	23:39	5:27	18:00
11/6/15	166	2011	7:20	6.9	14	32.456	3.75	0.29	0.33	7.56	7.89	2.75	NA	0.36	10.63	NA	12:06	6:27	19:01
11/6/16	167	2011	7:50	7.2	14.3	32.465	3.82	0.12	0.35	7.67	8.02	2.61	NA	1.052	10.62	0:35	12:58	7:21	19:59
11/6/17	168	2011	7:28	6.8	13.6	32.559	4.27	0.16	0.34	5.1	5.44	2.2	NA	1.8	7.64	1:25	13:43	8:08	20:39
11/6/18	169	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:10	14:28	8:51	21:24
11/6/19	170	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2:55	15:10	9:34	22:07
11/6/20	171	2011	7:24	5	13.5	32.679	4.86	0.16	0.28	4.79	5.07	2.3	NA	3.104	7.37	3:39	15:51	10:13	22:47
11/6/21	172	2011	7:37	4.6	13.9	32.573	4.69	1.09	0.26	5.5	5.77	1.4	NA	2.701	7.17	4:20	16:29	10:48	23:23
11/6/22	173	2011	7:49	4.5	14.2	32.441	5.82	0.16	0.49	7.42	7.92	0.48	NA	2.573	8.39	4:58	17:08	11:24	23:59
11/6/23	174	2011	7:30	3.6	14.2	32.545	5.82	0.66	0.26	6.57	6.82	1.6	NA	2.286	8.43	5:36	17:49	NA	12:04
11/6/24	175	2011	7:08	4.1	13.9	NA	6.52	0.45	0.28	7.1	7.38	2.38	NA	2.04	9.75	6:19	18:37	0:38	12:50
11/6/25	176	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:10	19:34	1:25	13:48
11/6/26	177	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8:11	20:40	2:23	14:56
11/6/27	178	2011	7:52	5.1	15.5	32.249	6.25	0.72	0.35	7.98	8.33	2.02	NA	1.527	10.35	9:17	21:44	3:28	16:04
11/6/28	179	2011	7:35	5.3	15.8	32.268	5.35	0.18	0.24	5.3	5.55	1.31	NA	3.387	6.85	10:18	22:42	4:29	17:04
11/6/29	180	2011	7:25	5.3	15.9	32.431	5.52	0.8	0.31	3.56	3.87	2.14	NA	3.314	6.01	11:12	23:36	5:24	17:58
11/6/30	181	2011	7:30	3.8	15	32.723	5.88	0.42	0.27	5.48	5.75	1.36	NA	1.458	7.11	NA	12:01	617	18:48
11/7/01	182	2011	6:55	4.5	15	32.415	5.57	0.35	0.52	7.28	7.81	1.15	NA	NA	8.96	0:26	12:46	7:06	19:35
11/7/02	183	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:12	13:29	7:52	20:21
11/7/03	184	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:56	14:11	8:36	21:06
11/7/04	185	2011	7:30	4.9	15.3	32.078	5.15	NA	0.37	6.56	6.93	1.43	NA	NA	8.36	2:40	14:51	9:17	21:48
11/7/05	186	2011	7:25	5.5	15.4	32.033	4.2	0.57	0.36	5.71	6.07	1.74	NA	NA	7.82	3:21	15:30	9:56	22:28
11/7/06	187	2011	7:25	5.5	15.6	32.108	3.9	0.26	0.35	4.61	4.96	1.32	NA	5.476	6.28	4:02	16:13	0:37	23:12
11/7/07	188	2011	7:30	6.3	15.6	32.004	3.16	0.44	0.38	3.48	3.86	6.32	NA	1.759	10.18	4:48	17:02	11:23	23:59
11/7/08	189	2011	7:20	6	15.6	32.057	3.66	0.87	0.45	5.15	5.6	4.24	NA	7.374	9.84	5:36	17:55	NA	12:14
11/7/09	190	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6:30	18:51	0:46	13:07
11/7/10	191	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7:27	19:59	1:40	14:09
11/7/11	192	2011	7:00	7	16.4	31.832	2.41	0.26	0.38	5.79	6.16	1.6	NA	1.582	7.77	8:39	21:08	2:45	15:22
11/7/12	193	2011	7:20	7	17	31.091	2.62	0.53	0.37	5.1	5.46	4.88	NA	2.293	10.34	9:44	22:21	3:58	16:37
11/7/13	194	2011	6:41	4.8	16.2	31.473	2.74	0.27	0.38	5.12	5.5	2.15	NA	1.185	7.65	10:52	23:27	5:09	17:47
11/7/14	195	2011	7:36	4	16.2	31.037	3.11	0.47	0.43	5.24	5.67	3.65	NA	1.602	9.32	11:52	NA	6:12	18:48
11/7/15	196	2011	7:42	4.1	15.8	31.504	3.38	0.44	0.43	5.46	5.89	4.64	NA	0.898	10.53	0:25	12:45	7:06	19:40
11/7/16	197	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:14	13:31	7:54	20:28
11/7/17	198	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1:58	14:12	8:37	21:08
11/7/18	199	2011	6:20	4.3	15.5	32.056	3.16	0.3	0.43	4.27	4.7	2.8	NA	1.09	7.5	2:39	14:51	9:17	21:47
11/7/19	200	2011	7:20	6.7	15.6	32.342	2.86	0.25	0.36	3.67	4.02	4.17	NA	0.222	8.2	3:17	15:28	9:52	22:21
11/7/20	201	2011	6:37	7.4	15.7	32.648	2.72	0.12	0.26	3.28	3.54	4.28	NA	0.355	7.82	3:50	16:01	10:22	22:51
11/7/21	202	2011	7:20	8	15.7	32.393	2.86	0.26	0.28	3.62	3.9	3.44	NA	0.774	7.34	4:23	16:33	10:53	23:20
